english_sentence,norwegian_sentence,label
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .","Finske Talentum rapporterer sitt driftsresultat økt til EUR 20.5 mn i 2005 fra EUR 9.3 mn i 2004, og netto salg totalt EUR 103.3 mn, opp fra EUR 96.4 mn .",2
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","Klær detaljhandel kjeden Sepp+ñl+ñ 's salg økte med 8% til EUR 155.2 mn , og driftsresultatet steg til EUR 31.1 mn fra EUR 17.1 mn i 2004 .",2
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","Konsolidert nettosalg økte med 16 % til EUR74 .8 m, mens driftsresultatet var EUR0 .9 m sammenlignet med et tap på EUR0 .7 m i foregående år.",2
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .","Foundries divisjon rapporterer at salget økte med 9,7 % til 63,1 millioner euro fra 57,5 millioner euro i tilsvarende periode i 2006, og salget av Machine Shop-divisjonen økte med 16,4 % til 41,2 millioner euro fra 35,4 millioner euro i tilsvarende periode i 2006.",2
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .","HELSINKI ( AFX ) - aksjer stengt høyere, ledet av Nokia etter at det kunngjorde planer om å slå seg sammen med Sanyo for å produsere 3G-håndsett, og av Nokian Tyres etter sin fjerde kvartal inntjening rapporten slo analytikere ' forventninger, forhandlere sa.",2
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .","Incap Contract Manufacturing Services Pvt Ltd, et datterselskap av Incap Corporation of Finland, planlegger å doble sine inntekter innen 2007-2008.",2
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .","Selskapets styre vil foreslå et utbytte på EUR0 .12 per aksje for 2010, opp fra EUR0 .08 per aksje betalt i 2009.",2
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .","Lifetree ble grunnlagt i 2000, og inntektene har økt i gjennomsnitt med 40% med marginer på slutten av 30-tallet.",2
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .","MegaFons abonnentbase økte med 16,1 % i 2009 til 50,5 millioner brukere per 31. desember, mens markedsandelen målt i antall kunder var på 24 %, opp fra 23 % i slutten av 2008, ifølge TeliaSoneras estimater.",2
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .","Netto inntekt fra livsforsikring doblet seg til EUR 6.8 mn fra EUR 3.2 mn , og netto inntekt fra ikke-livsforsikring økte til EUR 5.2 mn fra EUR 1.5 mn i tilsvarende periode i 2009 .",2
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),Netto salg økte til EUR193 .3 m fra EUR179 .9 m og pretax resultat steg med 34.2 % til EUR43 .1 m. ( EUR1 = USD1 .4 ),2
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","Netto salg økte med 18.5% til EUR167.8 m. Teleste sa at EUR20.4 m, eller 12.2% , av salget kom fra oppkjøpene gjort i 2009 .",2
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,"Nordea Groups driftsresultat økte i 2010 med 18 prosent fra år til år til 3,64 milliarder euro og totale inntekter med 3 prosent til 9,33 milliarder euro.",2
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Driftsresultatet for den ni måneder lange perioden økte fra EUR13 .6 m, mens nettosalg økte fra EUR394 .7 m, sammenlignet med tilsvarende periode i 2005.",2
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","Driftsresultatet for den ni måneder lange perioden økte fra EUR3 .1 m og nettosalg økte fra EUR61 .5 m, sammenlignet med tilsvarende periode i 2007.",2
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .","Driftsresultatet for tre-månedersperioden økte fra EUR1 .2 m, mens inntektene økte fra EUR20 .2 m, sammenlignet med tilsvarende periode i 2005.",2
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .","Den brasilianske enheten av finske sikkerhetsløsninger leverandør F-Secure registrert 1500 nye kunder i fjor, online nyhetskilde Reseller Web sitert divisjonens kommersielle direktør, Vladimir Brand+úo, som sier .",2
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","Selskapets netto overskudd steg 11.4% på året til 82.2 millioner euro i 2005 på salg av 686.5 millioner euro, 13.8% opp på året, selskapet sa tidligere.",2
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .","Det litauiske ølmarkedet utgjorde 14,41 millioner liter i januar, en økning på 0,8 prosent fra året før, rapporterte Litauens bryggeriforening.",2
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .","Viking Lines fraktinntekter økte med 5,4 % til EUR 21,46 mn, og godsvolumet økte med 2,4 % til 70,116 lasteenheter.",2
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",Den virkelige verdien av eiendomsporteføljen doblet seg som et resultat av Kapiteeli oppkjøpet og utgjorde EUR 2 686.2 1 259.7 millioner .,2
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,10 februar 2011 - Finsk medieselskap Sanoma Oyj HEL : SAA1V sa i går sin 2010 netto resultat nesten tredoblet til EUR297 .3 m fra EUR107 .1 m for 2009 og annonserte et forslag for en hevet utbetaling .,2
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .","A Helsinki : ELIiV rapporterte i dag EPS på EUR1 .13 for 2009, en økning over EPS på EUR1 .12 i 2008.",2
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .","Aspo Plc STOCK EXCHANGE RELEASE 11 februar 2011 kl 08:45 ESL Shipping Ltd, en del av Aspo Group, har signert en ny, langsiktig kontrakt med Rautaruukki Corporation for marine transport av råvarer på Østersjøen.",2
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .","Kommisjonen inntekter økte med 22% til EUR 4.4 mn , og utlån volum steg med 13.5% .",2
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .","I januar gikk trafikken, målt i passasjerkilometer RPK, opp med 3.2 % og kapasiteten, målt i tilgjengelige setekilometer ASK, økte med 12.2 %.",2
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .","I januar-september 2010 gikk Fiskars' nettoresultat opp med 14 % fra år til år til 65,4 millioner euro og nettosalg til 525,3 millioner euro fra 487,7 millioner euro.",2
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .","Netto inntekt fra livsforsikring steg til EUR 16.5 mn fra EUR 14.0 mn , og netto inntekt fra ikke-livsforsikring til EUR 22.6 mn fra EUR 15.2 mn i 2009 .",2
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",Nyrstar har også blitt enige om å levere til Talvivaara opp til 150 000 tonn svovelsyre per år for bruk i Talvivaaras utvaskingsprosess i løpet av perioden med tilførsel av sink i konsentrat.,2
Sales have risen in other export markets .,Salget har økt i andre eksportmarkeder.,2
Sales increased due to growing market rates and increased operations .,Salget økte på grunn av økende markedspriser og økt virksomhet.,2
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,Avtalen styrker vårt langsiktige samarbeid med Nokia Siemens Networks.,2
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","Avtalen ble signert med Biohit Healthcare Ltd, det britiske datterselskapet til Biohit Oyj, et finsk offentlig selskap som utvikler, produserer og markedsfører væskehåndteringsprodukter og diagnostiske testsystemer.",2
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,"Selskapet anslår også at allerede gjennomførte investeringer vil føre til en økning i nettosalg for 2010 fra 2009 da de nådde 141,7 millioner euro.",2
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","Selskapets ordrebok sto på 1.5 bln euro $ 2.2 bln den 30. september 2007, opp med 24.2 pst på året, med internasjonale ordrer som utgjorde 365 mln euro $ 534.3 mln .",2
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","Selskapet sa at papiretterspørselen økte i alle sine hovedmarkeder, inkludert av publikasjonspapir, og at det økte gjennomsnittlig papirpriser med 4 prosent sammenlignet med i fjor.",2
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","Verdens nest største produsent av rustfritt stål sa at nettoresultatet i tre-månedersperioden frem til desember 31 økte til euro603 millioner US $ 781 millioner, eller euro3 .33 US $ 4.31 per aksje, fra euro172 millioner, eller euro0 .94 per aksje, året før.",2
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","Innenfor rammen av partnerskapet har Nokia Siemens Networks signert en innledende rammeavtale med Sitronics datterselskap, JSC Mikron, som er den største produsenten og eksportøren av mikroelektroniske komponenter i Russland.",2
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","Seppalas inntekter økte med 0,2 % til EUR 10,1 m. I Finland gikk inntektene ned med 2,4 % til EUR 6,8 m, mens salget i utlandet steg med 6,2 % til EUR 3,3 m. Salget økte i alle de baltiske landene, samt i Russland og Ukraina.",2
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","Aksjene til Standard Chartered (STAN) steg 1,2 % i FTSE 100, mens Royal Bank of Scotland ( RBS) steg 2 % og Barclays aksjer (BARC) (BCS) var opp 1,7 %.",2
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Aksjer i Nokia Corp. steg torsdag etter at mobiltelefonprodusenten sa sin tredje kvartals inntjening nesten doblet og andelen av det globale håndsettmarkedet økte .,2
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","I sin finansielle rapport, publisert på fredag, sa SEB at nettoresultatet økte til SEK6 .745 bn i 2010 fra et år tidligere SEK1 .114 bn og foreslo en 50 % utbytteøkning til SEK1 .50 per aksje.",2
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,Salget for Department Store Division økte med 15 % og salget for klesbutikken Seppala økte med 8 % samtidig som salget for Hobby Hall gikk ned med 12 %.,2
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","På forespørsel fra det finske medieselskapet Alma Medias aviser, har forskningssjef Jari Kaivo-oja ved Finland Futures Research Centre ved Turku School of Economics utarbeidet et fremtidig scenario for Finlands nasjonale økonomi ved å bruke en modell utviklet av University of Denver .",1
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",I Sverige gikk Gallerix' akkumulerte SEK-salg ned 1 % og EUR-salget opp 11 %.,1
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,Selskapet støtter sine globale kunder i å utvikle nye teknologier og tilbyr en rask rute fra produktutvikling til applikasjoner og volumproduksjon.,1
"When this investment is in place , Atria plans to expand into the Moscow market .","Når denne investeringen er på plass, planlegger Atria å utvide i Moskva markedet.",1
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","I juni solgte de en 30 prosent eierandel til Nordstjernan, og investeringsgruppen har nå tatt opp muligheten til å kjøpe EQTs resterende aksjer.",1
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation og Aspo plc inngikk i dag en avtale om at Aspo kjøper aksjene i Kauko-Telko Ltd, et datterselskap som er heleid av Kesko.",2
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,STOCK EXCHANGE ANNOUNCEMENT 20 juli 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS MED WARRANTS OG INCREASE I SHARE CAPIL Totalt 119 850 aksjer har blitt tegnet med BasWare Warrant Program .,1
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,Det nye anlegget er planlagt å ha en produksjonskapasitet på opp til 350 megawatt (MW) og samme varmeproduksjonskapasitet.,1
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","OMX Helsinki 25-indeksen var opp 0,92 prosent til 2,518.67 og Helsinki CAP-porteføljen var 0,91 prosent høyere til 4,711.19.",2
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",Maksimalt 666 104 nye aksjer kan tegnes ved å benytte opsjon B i aksjeopsjonsplanen fra 2004.,1
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","Som et resultat av emisjonen øker antallet av selskapets aksjer med 391 630 aksjer og aksjekapitalen med totalt 15 665,20 EUR.",1
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","På ruten mellom Helsinki i Finland og Tallinn i Estland økte godsmengden med 36 prosent, mens godsmengden mellom Finland og Sverige gikk ned med 9 prosent.",1
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","Andre tiltak inkluderte å øke synergier og stordriftsfordeler innenfor Grimaldi Group og personelljusteringer, nedsalg og omrigging av overflødig tonnasje.",1
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .","Rinkuskiai økte salget med 18,1 prosent, til 1,37 millioner liter, mens salget av Kauno Alus vokste med 14,3 prosent, til 960,000 liter.",2
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc selger aksjer i Morning Digital Design Oy Finsk IT selskap TJ Group Plc sa på fredag 7 april at det hadde signert en avtale om å selge sine aksjer i Morning Digital Design Oy til Edita Oyj .,2
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .","De 718 430 nye Series A aksjer vil bli gjenstand for handel på Helsinki Stock Exchange 's Main List , sammen med de gamle Series A aksjer , den 3 juli 2006 .",1
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,"Tiimari driver 194 butikker i seks land - inkludert det sentrale finske markedet - og genererte en omsetning på 76,5 mln eur i 2005.",1
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,Under denne avtalen blir Biohit en fokusleverandør av pipetter og engangspipetter til VWR-kunder over hele Europa.,2
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","Kombinasjonen av alle tjenester gjør at vi kan tilby en kompleks og styrket tjenestekjede, ikke bare begrenset til de baltiske havneforbindelsene, men også for å få tilgang til det verdensomspennende Grimaldi-nettverket i Middelhavet, Afrika og Nord-Amerika, sier Uwe Bakosch.",2
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,Ingen blind-spots som kommer fra 1 utsiktspunkt tillater etterforskere å se hele historien i høy oppløsning uten ubrutt video.,1
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","Selskapet forventer fortsatt sin omsetning i 2010 til å øke litt fra nivået i 2009, og legger til at `` markedsforutsigbarhet er fortsatt for dårlig for pålitelige prognoser på markedet utvikling av kontrakten produksjon virksomhet i løpet av inneværende år '' .",2
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,Oppkjøpet vil øke Kemiras salgs- og markedsposisjon i det russiske markedet for metallbearbeiding.,2
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",I januar-september 2007 økte Finnlines' nettosalg til EUR 505.4 mn fra EUR 473.5 mn i tilsvarende periode i 2006.,2
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Justert for endringer i konsernets struktur økte divisjonens nettosalg med 1,7 %.",2
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","``Endringen vil optimalisere driftseffektiviteten i vår voksende virksomhet, '' sa Julia Prohaska, direktør for markedsføringskommunikasjon for Fiskars.",2
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .","`` De ville investere ikke bare i den fysiske infrastrukturen, men vil også gi kunnskap for å administrere og utvikle vitenskap og teknologi parker, '' sa Sunrise Valley direktør Andrius Bagdonas .",2
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 februar 2011 - Finske bredbånd datakommunikasjon systemer leverandør Teleste Oyj HEL : TLT1V så sin netto fortjeneste hoppe til EUR2.1 m for siste kvartal 2010 fra EUR995,000 for samme periode i 2009 .",2
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,"Finske Aktia Groups driftsresultat økte til 17,5 millioner euro i første kvartal 2010 fra 8,2 millioner euro i første kvartal 2009.",2
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,"Finske Bank of +àland 's konsoliderte netto driftsresultat økte fra EUR 4,8 mn i første kvartal 2005 til EUR 6,4 mn i første kvartal 2006 .",2
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .","Det finske finanskonsernet Aktia hadde et driftsresultat på 44,4 millioner euro i januar-september 2009, opp fra 37,3 millioner euro i tilsvarende periode i 2008.",2
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","Den finske høyteknologileverandøren Vaahto Group rapporterer et nettosalg på 41,8 millioner euro i regnskapsperioden september 2007 - februar 2008, en økning på 11,2 prosent fra året før.",2
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,"Nettosalg av det finske næringsmiddelselskapet L+ñnnen Tehtaat økte med 13 % i 2008 til 349,1 millioner euro fra 309,6 millioner euro i 2007.",2
An individual promotion also generated slightly higher-than-expected revenues .,En individuell kampanje genererte også litt høyere-enn-forventet inntekter .,2
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,Biohit betjener allerede mange nåværende Genesis kunder og kundebasen forventes å ekspandere som et resultat av denne avtalen.,2
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .","Både driftsresultat og omsetning for tre-måneders perioden økte, henholdsvis fra EUR0 .9 m og EUR8 .3 m, sammenlignet med tilsvarende periode i 2005.",2
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,Omsetning har økt med 5 % i Finland og 4 % i Sverige i 2008.,2
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,Klær kjeden Sepp+ñl+ñ 's netto salg økte med 7.0% til EUR 30.8 mn .,2
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,Byggevolumene vokser i mellomtiden med en hastighet på 10-15 prosent årlig.,2
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,De finske og svenske byggemarkedene har fortsatt en anslått årlig vekst på 4 prosent.,2
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","Biohit anslår imidlertid at det totale nettosalget vil fortsette å vokse i 2009, og at gunstige trender i nettosalg vil føre til et overskudd i 2009.",2
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .","I 2009 beløp Fiskars' kontantstrøm fra driftsaktiviteter seg til EUR121m, opp fra EUR97m året før.",2
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",I Litauen økte driftsinntektene til 190 000 euro fra 70 000 euro i tilsvarende periode i 2005.,2
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","I fjerde kvartal 2008 økte nettosalget med 2 % til EUR 1 050,7 mn fra EUR 1 027,0 mn i fjerde kvartal 2007.",2
"International sales rose by 59.8 % to EUR 1,244.4 mn .","Internasjonalt salg økte med 59.8 % til EUR 1,244.4 mn .",2
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,Kalmar Espana genererte netto salg av noen 11.3 mln euro $ 14.8 mln i 2005 .,1
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,Netto salg vokste i perioden til  x20ac 402 millioner $ 585US millioner fra  x20ac 401 millioner i 2006.,2
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,Nettosalg økte til EUR655m i april til juni 2010 fra EUR438m et år tidligere.,2
